c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
524,Customer#000000524,906 Main St,22,31-603-541-3203,2437.06,MACHINERY,slyly silent regular silent silent regular
525,Customer#000000525,576 Main St,5,74-157-500-5315,4441.6,MACHINERY,carefully slyly express special blithely pending final
526,Customer#000000526,829 Main St,23,84-127-883-6591,3186.31,MACHINERY,furiously final special unusual unusual
527,Customer#000000527,320 Main St,18,20-804-167-5995,259.19,BUILDING,silent special blithely
528,Customer#000000528,433 Main St,18,75-531-373-1334,6655.54,HOUSEHOLD,furiously final final
529,Customer#000000529,587 Main St,3,72-202-807-4373,2695.65,HOUSEHOLD,final blithely final regular regular quickly slyly quickly
530,Customer#000000530,549 Main St,6,46-371-148-5871,9958.49,MACHINERY,blithely furiously carefully silent
531,Customer#000000531,607 Main St,10,44-168-680-9700,4227.95,BUILDING,slyly blithely express slyly regular
532,Customer#000000532,553 Main St,10,35-524-511-5116,5874.6,MACHINERY,slyly unusual special carefully quickly silent unusual furiously
533,Customer#000000533,761 Main St,14,44-753-645-8106,9280.99,AUTOMOBILE,unusual regular unusual carefully slyly quickly final
534,Customer#000000534,881 Main St,2,91-308-966-7757,1936.29,FURNITURE,pending carefully unusual unusual pending special slyly express
535,Customer#000000535,498 Main St,17,65-532-762-1606,1221.9,FURNITURE,special slyly express silent
536,Customer#000000536,660 Main St,1,72-901-120-1906,8455.42,AUTOMOBILE,blithely quickly quickly final final
537,Customer#000000537,674 Main St,2,60-959-841-3302,1596.46,HOUSEHOLD,silent pending blithely silent slyly silent regular pending
538,Customer#000000538,615 Main St,3,50-437-952-7388,7864.25,BUILDING,unusual pending unusual express final quickly
539,Customer#000000539,58 Main St,15,78-483-816-2850,2481.39,MACHINERY,carefully furiously quickly furiously final carefully
540,Customer#000000540,842 Main St,9,12-760-720-1570,8256.2,AUTOMOBILE,furiously carefully express final blithely carefully quickly carefully
541,Customer#000000541,548 Main St,7,66-497-108-7438,9202.57,FURNITURE,pending slyly unusual unusual quickly
542,Customer#000000542,938 Main St,14,90-424-931-7656,7682.49,FURNITURE,slyly furiously regular
543,Customer#000000543,423 Main St,10,64-997-939-2644,8068.4,FURNITURE,special regular carefully silent express carefully slyly
544,Customer#000000544,657 Main St,20,33-745-554-3229,-966.16,BUILDING,express silent pending unusual carefully slyly blithely pending
545,Customer#000000545,609 Main St,21,62-911-427-8397,4262.02,BUILDING,unusual blithely express express pending
546,Customer#000000546,377 Main St,5,60-997-486-4677,-771.91,AUTOMOBILE,blithely blithely quickly furiously unusual carefully unusual
547,Customer#000000547,411 Main St,19,64-714-366-3445,-20.32,FURNITURE,furiously pending carefully regular
548,Customer#000000548,943 Main St,14,96-606-221-4677,6849.2,BUILDING,express regular pending quickly blithely
549,Customer#000000549,844 Main St,9,96-293-528-3955,3493.77,BUILDING,express express blithely
550,Customer#000000550,930 Main St,7,57-696-800-8506,-56.87,MACHINERY,quickly furiously final unusual
551,Customer#000000551,393 Main St,22,64-853-711-5198,-196.38,HOUSEHOLD,special furiously regular
552,Customer#000000552,363 Main St,19,95-921-712-1745,-941.02,HOUSEHOLD,final furiously carefully pending quickly special unusual
553,Customer#000000553,174 Main St,16,73-447-998-8669,451.12,FURNITURE,silent pending pending special pending quickly quickly carefully
554,Customer#000000554,949 Main St,13,46-997-369-5321,4686.7,MACHINERY,express furiously slyly pending
555,Customer#000000555,874 Main St,21,91-917-550-1871,1078.13,AUTOMOBILE,unusual regular pending regular
556,Customer#000000556,119 Main St,15,15-552-465-8949,4035.36,AUTOMOBILE,quickly pending pending quickly unusual unusual silent express
557,Customer#000000557,913 Main St,21,84-317-697-1067,4786.17,HOUSEHOLD,final special slyly carefully
558,Customer#000000558,909 Main St,10,13-391-797-2998,3335.87,HOUSEHOLD,quickly pending special
559,Customer#000000559,851 Main St,22,94-591-564-5412,5536.24,AUTOMOBILE,furiously blithely furiously express carefully
560,Customer#000000560,752 Main St,18,26-316-983-1797,7817.13,FURNITURE,slyly carefully silent blithely pending
561,Customer#000000561,262 Main St,5,40-889-986-7535,-18.92,BUILDING,final final blithely furiously
562,Customer#000000562,158 Main St,3,48-602-920-8083,7094.78,FURNITURE,blithely final pending final unusual regular final express
563,Customer#000000563,615 Main St,13,21-874-532-7033,5752.54,MACHINERY,regular special final regular unusual carefully pending regular
564,Customer#000000564,645 Main St,20,77-185-397-8671,3810.91,MACHINERY,pending pending quickly quickly silent
565,Customer#000000565,303 Main St,18,16-664-178-1738,4647.56,HOUSEHOLD,final regular carefully slyly final blithely
566,Customer#000000566,788 Main St,16,12-216-858-8583,975.08,BUILDING,special final carefully express carefully slyly
567,Customer#000000567,461 Main St,19,43-449-992-4066,1321.76,AUTOMOBILE,furiously express carefully regular special final special blithely
568,Customer#000000568,472 Main St,22,61-989-773-8974,2330.8,HOUSEHOLD,carefully furiously carefully slyly pending
569,Customer#000000569,139 Main St,0,34-214-935-1260,6656.35,BUILDING,unusual blithely blithely
570,Customer#000000570,447 Main St,20,78-295-188-5930,7466.93,BUILDING,regular pending quickly carefully regular regular
571,Customer#000000571,21 Main St,14,84-348-306-5830,5263.73,MACHINERY,final pending quickly
572,Customer#000000572,443 Main St,13,73-854-692-5764,-592.8,MACHINERY,silent carefully furiously quickly quickly unusual
573,Customer#000000573,63 Main St,16,12-532-690-6174,5085.81,FURNITURE,regular regular regular furiously final carefully special express
574,Customer#000000574,197 Main St,15,54-548-337-9317,1416.73,FURNITURE,quickly carefully regular quickly carefully final regular
575,Customer#000000575,964 Main St,21,93-852-468-8738,7797.3,BUILDING,unusual carefully pending regular unusual pending regular
576,Customer#000000576,813 Main St,13,73-410-340-4431,5125.13,AUTOMOBILE,quickly final pending slyly quickly
577,Customer#000000577,33 Main St,2,53-540-216-4714,327.58,BUILDING,express final final special quickly express
578,Customer#000000578,155 Main St,22,75-718-785-2706,6770.45,MACHINERY,furiously slyly furiously slyly blithely quickly
579,Customer#000000579,105 Main St,17,15-619-207-3736,5929.18,BUILDING,pending express regular silent carefully
580,Customer#000000580,102 Main St,4,92-472-442-3257,352.83,BUILDING,furiously slyly special quickly regular express
581,Customer#000000581,176 Main St,2,44-481-832-7799,2967.08,BUILDING,slyly silent slyly pending
582,Customer#000000582,440 Main St,13,62-569-972-9456,7740.67,FURNITURE,regular slyly carefully
583,Customer#000000583,530 Main St,2,20-446-422-7580,9801.38,BUILDING,special slyly blithely blithely quickly special
584,Customer#000000584,647 Main St,22,94-996-632-5845,3612.36,HOUSEHOLD,carefully express final slyly quickly
585,Customer#000000585,626 Main St,4,99-513-556-4360,8763.37,HOUSEHOLD,blithely carefully quickly slyly final unusual express
586,Customer#000000586,38 Main St,17,52-499-842-3064,4725.17,HOUSEHOLD,unusual silent express final blithely
587,Customer#000000587,24 Main St,0,79-706-364-4954,8154.51,FURNITURE,regular silent carefully quickly express silent pending slyly
588,Customer#000000588,964 Main St,3,67-405-686-1085,3984.62,BUILDING,furiously silent quickly blithely silent blithely final express
589,Customer#000000589,804 Main St,22,83-788-243-7187,4716.33,BUILDING,express silent slyly
590,Customer#000000590,370 Main St,14,22-250-828-7974,8112.81,AUTOMOBILE,special quickly regular
591,Customer#000000591,457 Main St,2,57-793-638-7598,5470.63,HOUSEHOLD,quickly blithely blithely furiously carefully furiously
592,Customer#000000592,750 Main St,13,30-247-617-3082,4332.41,MACHINERY,furiously silent silent carefully
593,Customer#000000593,467 Main St,15,14-864-260-7051,9138.66,AUTOMOBILE,quickly pending final express silent pending express
594,Customer#000000594,384 Main St,9,47-597-128-3340,563.55,HOUSEHOLD,special quickly quickly unusual slyly regular
595,Customer#000000595,126 Main St,17,54-169-991-1732,3593.33,HOUSEHOLD,silent quickly slyly regular carefully
596,Customer#000000596,621 Main St,4,27-616-751-8551,7378.46,MACHINERY,quickly express slyly blithely
597,Customer#000000597,420 Main St,12,39-504-447-9863,-495.97,MACHINERY,express pending pending special blithely slyly express blithely
598,Customer#000000598,660 Main St,17,20-297-733-9877,5345.41,AUTOMOBILE,silent slyly silent special blithely silent furiously
599,Customer#000000599,282 Main St,6,41-949-822-8278,-68.86,HOUSEHOLD,express blithely regular furiously final unusual special
600,Customer#000000600,541 Main St,10,58-363-193-2878,9777.64,HOUSEHOLD,express unusual slyly pending
601,Customer#000000601,976 Main St,13,96-273-160-6329,996.04,AUTOMOBILE,final express final express final
602,Customer#000000602,848 Main St,3,16-307-345-4874,4422.77,HOUSEHOLD,furiously express express silent special special
603,Customer#000000603,649 Main St,7,12-375-667-2663,1709.48,HOUSEHOLD,slyly express final pending blithely unusual furiously final
604,Customer#000000604,173 Main St,7,78-533-668-8401,-540.28,MACHINERY,express furiously special furiously regular blithely quickly
605,Customer#000000605,390 Main St,11,90-317-699-9361,2094.43,BUILDING,silent special pending carefully slyly carefully furiously quickly
606,Customer#000000606,216 Main St,19,74-921-425-6613,5986.87,MACHINERY,unusual furiously final regular blithely
607,Customer#000000607,17 Main St,22,27-761-102-8807,-952.92,AUTOMOBILE,unusual silent carefully regular final special quickly blithely
608,Customer#000000608,552 Main St,0,95-555-788-3022,2882.94,MACHINERY,final unusual slyly carefully special regular furiously
609,Customer#000000609,456 Main St,0,38-860-120-5606,6486.09,FURNITURE,pending blithely express carefully
610,Customer#000000610,240 Main St,15,56-137-387-9074,8949.58,HOUSEHOLD,special furiously blithely pending
611,Customer#000000611,285 Main St,18,74-605-274-4174,6258.22,HOUSEHOLD,carefully silent special pending special express silent unusual
612,Customer#000000612,536 Main St,23,45-296-968-1378,9911.46,HOUSEHOLD,express silent regular furiously blithely furiously special
613,Customer#000000613,962 Main St,10,65-964-516-5489,338.9,HOUSEHOLD,regular silent special carefully special furiously
614,Customer#000000614,546 Main St,14,50-105-501-4188,2681.77,HOUSEHOLD,furiously unusual carefully
615,Customer#000000615,981 Main St,2,41-301-268-6394,2418.87,AUTOMOBILE,regular slyly blithely
616,Customer#000000616,642 Main St,10,42-353-210-8759,1621.96,FURNITURE,slyly silent unusual
617,Customer#000000617,75 Main St,24,86-734-549-2567,5878.83,HOUSEHOLD,pending special special
618,Customer#000000618,321 Main St,22,18-901-230-2015,9110.27,MACHINERY,express blithely special
619,Customer#000000619,694 Main St,1,81-153-401-7249,3418.52,HOUSEHOLD,unusual blithely blithely special final slyly
620,Customer#000000620,902 Main St,19,89-203-447-1425,3994.85,FURNITURE,unusual pending blithely special slyly unusual silent
621,Customer#000000621,653 Main St,16,42-463-531-8887,6970.85,MACHINERY,unusual slyly special express
622,Customer#000000622,447 Main St,16,93-872-466-6098,5420.32,HOUSEHOLD,pending express final final
623,Customer#000000623,9 Main St,16,85-773-794-3369,-369.5,HOUSEHOLD,quickly regular unusual unusual quickly slyly final
624,Customer#000000624,684 Main St,15,98-808-578-6425,8372.09,HOUSEHOLD,blithely regular pending regular slyly
625,Customer#000000625,44 Main St,15,38-103-754-4654,6625.42,MACHINERY,unusual regular slyly slyly slyly final final
626,Customer#000000626,846 Main St,0,56-110-175-6863,-669.8,AUTOMOBILE,express unusual blithely slyly
627,Customer#000000627,45 Main St,0,35-302-390-3853,1408.4,FURNITURE,unusual quickly unusual unusual unusual express pending slyly
628,Customer#000000628,141 Main St,12,93-906-213-6544,9297.25,FURNITURE,unusual slyly blithely furiously furiously furiously
629,Customer#000000629,903 Main St,13,18-221-247-3142,7743.87,BUILDING,final final blithely furiously unusual special blithely
630,Customer#000000630,194 Main St,17,47-908-252-6368,1718.89,FURNITURE,quickly furiously quickly unusual
631,Customer#000000631,84 Main St,15,94-729-166-3743,4594.75,HOUSEHOLD,regular regular express final carefully
632,Customer#000000632,733 Main St,15,70-374-695-7569,6019.16,HOUSEHOLD,special unusual unusual quickly final express quickly silent
633,Customer#000000633,958 Main St,11,42-663-186-3200,7267.85,FURNITURE,silent unusual special silent final regular
634,Customer#000000634,443 Main St,13,57-923-609-6194,2003.22,AUTOMOBILE,regular express special quickly
635,Customer#000000635,302 Main St,16,75-659-759-2280,7644.6,BUILDING,pending final silent
636,Customer#000000636,342 Main St,6,96-437-356-5959,7197.32,FURNITURE,carefully furiously furiously slyly
637,Customer#000000637,758 Main St,17,43-108-888-5906,2100.3,FURNITURE,furiously slyly slyly special blithely furiously
638,Customer#000000638,975 Main St,4,60-333-332-4438,4218.82,HOUSEHOLD,slyly slyly carefully regular slyly express unusual
639,Customer#000000639,789 Main St,22,63-314-549-8372,8382.38,AUTOMOBILE,pending quickly express carefully regular
640,Customer#000000640,675 Main St,11,53-330-529-7974,6543.39,MACHINERY,silent express special slyly furiously pending furiously express
641,Customer#000000641,645 Main St,19,87-687-987-7404,9781.88,BUILDING,special final regular express furiously blithely
642,Customer#000000642,312 Main St,2,31-206-791-3910,-647.34,HOUSEHOLD,special unusual quickly final unusual express
643,Customer#000000643,537 Main St,2,68-158-477-9495,-878.47,FURNITURE,final furiously pending regular carefully final
644,Customer#000000644,926 Main St,6,26-991-310-6075,3754.21,MACHINERY,blithely furiously blithely silent
645,Customer#000000645,702 Main St,14,45-306-107-3337,3903.05,MACHINERY,slyly silent quickly quickly regular silent carefully
646,Customer#000000646,295 Main St,20,68-455-817-5873,3302.0,BUILDING,unusual quickly carefully regular quickly unusual
647,Customer#000000647,583 Main St,3,60-815-144-4927,8740.95,BUILDING,quickly silent blithely special carefully
648,Customer#000000648,924 Main St,6,73-521-880-2986,9948.47,AUTOMOBILE,silent slyly final
649,Customer#000000649,169 Main St,8,36-618-145-8572,-706.09,MACHINERY,final final unusual special express carefully
650,Customer#000000650,140 Main St,10,95-866-575-8942,4074.93,AUTOMOBILE,blithely carefully regular regular express pending quickly
651,Customer#000000651,622 Main St,3,32-401-227-9759,7155.91,BUILDING,carefully special express
652,Customer#000000652,452 Main St,11,32-321-831-1564,8819.56,HOUSEHOLD,regular special blithely silent
653,Customer#000000653,679 Main St,22,94-205-499-6051,3883.85,HOUSEHOLD,special final unusual
654,Customer#000000654,256 Main St,11,40-304-193-1262,3638.51,AUTOMOBILE,slyly carefully special furiously pending
655,Customer#000000655,856 Main St,21,31-841-271-1721,3572.48,AUTOMOBILE,express blithely blithely furiously final
656,Customer#000000656,439 Main St,3,39-318-208-6842,2557.05,AUTOMOBILE,blithely special unusual unusual blithely express
657,Customer#000000657,639 Main St,11,15-168-323-7735,2316.88,HOUSEHOLD,furiously pending silent furiously quickly unusual
658,Customer#000000658,983 Main St,3,86-432-746-7366,6456.9,BUILDING,unusual slyly carefully furiously blithely
659,Customer#000000659,70 Main St,10,12-723-699-8354,3206.09,BUILDING,blithely furiously unusual blithely quickly express carefully
660,Customer#000000660,776 Main St,7,89-181-161-3253,3119.76,FURNITURE,pending unusual special furiously
661,Customer#000000661,613 Main St,14,52-237-384-6202,6079.62,AUTOMOBILE,slyly final slyly slyly unusual carefully final
662,Customer#000000662,211 Main St,17,16-780-354-4644,5688.69,MACHINERY,express regular special quickly special unusual blithely
663,Customer#000000663,145 Main St,6,26-193-277-9992,8143.42,BUILDING,silent regular regular pending
664,Customer#000000664,203 Main St,7,64-280-720-5079,2334.11,HOUSEHOLD,furiously unusual quickly regular furiously final
665,Customer#000000665,387 Main St,5,70-551-532-9278,5703.33,MACHINERY,slyly slyly special final
666,Customer#000000666,875 Main St,2,48-709-650-3503,5081.37,BUILDING,final express express silent regular
667,Customer#000000667,342 Main St,4,70-300-258-4106,-954.0,HOUSEHOLD,carefully regular furiously furiously furiously final regular blithely
668,Customer#000000668,603 Main St,2,62-139-227-7304,9253.42,BUILDING,slyly furiously slyly slyly
669,Customer#000000669,357 Main St,16,72-750-805-7032,6661.01,MACHINERY,carefully unusual special slyly blithely carefully
670,Customer#000000670,715 Main St,21,92-251-367-8462,9386.91,BUILDING,unusual silent blithely pending pending
671,Customer#000000671,95 Main St,20,59-507-823-2316,4703.91,BUILDING,pending regular carefully silent silent quickly
672,Customer#000000672,601 Main St,9,62-870-997-2456,202.02,HOUSEHOLD,slyly express unusual carefully carefully
673,Customer#000000673,7 Main St,5,72-101-199-2144,7511.17,MACHINERY,regular express regular unusual unusual pending regular
674,Customer#000000674,515 Main St,3,67-680-933-4482,1042.02,AUTOMOBILE,unusual slyly express quickly final blithely blithely quickly
675,Customer#000000675,171 Main St,2,47-187-486-3042,2044.39,FURNITURE,blithely regular carefully
676,Customer#000000676,104 Main St,0,17-372-869-1118,6318.54,AUTOMOBILE,unusual slyly final
677,Customer#000000677,533 Main St,24,44-597-584-6521,5648.08,FURNITURE,carefully final express unusual final
678,Customer#000000678,409 Main St,12,88-158-464-6410,7868.97,AUTOMOBILE,quickly final quickly furiously special pending
679,Customer#000000679,544 Main St,8,99-869-934-5072,3052.73,HOUSEHOLD,blithely regular final unusual furiously furiously slyly special
680,Customer#000000680,369 Main St,1,51-794-554-4826,5674.39,MACHINERY,blithely special regular furiously furiously furiously quickly quickly
681,Customer#000000681,752 Main St,12,47-721-299-3345,8568.44,HOUSEHOLD,silent pending slyly express carefully silent quickly unusual
682,Customer#000000682,457 Main St,3,71-778-653-4946,1676.92,BUILDING,carefully pending furiously special furiously express final express
683,Customer#000000683,737 Main St,8,95-587-786-3016,6320.24,HOUSEHOLD,carefully pending carefully quickly furiously slyly blithely blithely
684,Customer#000000684,387 Main St,22,58-769-757-8159,7892.92,BUILDING,pending pending pending carefully furiously
685,Customer#000000685,763 Main St,3,83-476-230-6134,9494.75,HOUSEHOLD,special special silent quickly furiously express final carefully
686,Customer#000000686,816 Main St,4,76-779-716-4639,172.45,AUTOMOBILE,quickly express slyly express unusual carefully pending
687,Customer#000000687,291 Main St,4,95-969-920-1562,5587.68,FURNITURE,furiously pending furiously carefully regular slyly regular
688,Customer#000000688,722 Main St,12,17-929-441-3501,8106.73,BUILDING,furiously unusual carefully furiously slyly quickly carefully express
689,Customer#000000689,835 Main St,21,30-122-661-7427,2711.51,MACHINERY,slyly final silent express carefully
690,Customer#000000690,200 Main St,22,80-503-199-3144,2557.61,HOUSEHOLD,quickly carefully regular
691,Customer#000000691,168 Main St,18,27-552-812-8904,2201.9,BUILDING,unusual carefully carefully special
692,Customer#000000692,744 Main St,18,23-794-904-3418,3142.12,MACHINERY,quickly furiously pending furiously unusual special furiously blithely
693,Customer#000000693,608 Main St,13,29-742-839-7619,1695.02,AUTOMOBILE,final express blithely unusual
694,Customer#000000694,764 Main St,12,98-914-786-2468,7555.03,MACHINERY,blithely regular special pending pending
695,Customer#000000695,657 Main St,21,75-330-123-8856,2010.98,AUTOMOBILE,unusual regular blithely regular silent pending special
696,Customer#000000696,931 Main St,17,33-515-932-1323,3331.76,HOUSEHOLD,regular silent blithely carefully slyly pending slyly
697,Customer#000000697,989 Main St,21,25-285-982-3948,-941.43,MACHINERY,pending pending unusual pending silent
698,Customer#000000698,872 Main St,24,14-186-227-9292,2284.36,HOUSEHOLD,regular furiously special express
699,Customer#000000699,969 Main St,16,47-774-646-8289,538.41,MACHINERY,express quickly furiously blithely silent carefully blithely special
700,Customer#000000700,38 Main St,6,28-406-976-4526,9531.64,HOUSEHOLD,unusual final pending blithely special express final
701,Customer#000000701,926 Main St,5,61-567-185-5164,6441.78,BUILDING,unusual blithely express blithely blithely carefully silent
702,Customer#000000702,664 Main St,16,87-267-529-3514,2479.97,MACHINERY,special blithely special pending pending silent
703,Customer#000000703,68 Main St,10,91-191-471-6464,7558.77,BUILDING,express pending furiously unusual
704,Customer#000000704,975 Main St,3,25-279-639-6022,5477.1,MACHINERY,silent carefully quickly
705,Customer#000000705,565 Main St,8,87-201-149-3797,2497.96,MACHINERY,final carefully furiously silent
706,Customer#000000706,609 Main St,12,71-706-230-5244,-895.52,HOUSEHOLD,pending pending final carefully special carefully furiously carefully
707,Customer#000000707,256 Main St,21,87-528-823-8500,1014.16,FURNITURE,silent express regular furiously quickly slyly
708,Customer#000000708,313 Main St,20,21-412-516-6123,8297.69,AUTOMOBILE,carefully furiously pending
709,Customer#000000709,59 Main St,2,46-667-604-1175,9583.82,MACHINERY,silent carefully regular silent furiously quickly carefully final
710,Customer#000000710,632 Main St,6,10-831-535-9754,7246.34,BUILDING,blithely furiously furiously furiously carefully special regular unusual
711,Customer#000000711,953 Main St,24,77-330-279-2230,3037.56,BUILDING,final special regular unusual furiously final carefully
712,Customer#000000712,852 Main St,17,25-397-406-8915,2229.0,BUILDING,carefully silent unusual
713,Customer#000000713,313 Main St,20,75-945-136-8586,8817.43,MACHINERY,final blithely express
714,Customer#000000714,363 Main St,3,10-458-839-4050,3422.75,AUTOMOBILE,regular unusual silent
715,Customer#000000715,921 Main St,4,62-226-599-1113,711.94,FURNITURE,regular final final quickly
716,Customer#000000716,550 Main St,8,23-549-772-8198,780.18,FURNITURE,regular final quickly unusual unusual special final carefully
717,Customer#000000717,923 Main St,1,30-782-303-8852,9556.68,FURNITURE,regular silent slyly
718,Customer#000000718,732 Main St,4,51-869-882-7551,4520.44,MACHINERY,pending pending special pending
719,Customer#000000719,513 Main St,0,97-342-153-6605,3726.32,HOUSEHOLD,special regular express special regular blithely carefully unusual
720,Customer#000000720,288 Main St,24,24-984-369-5052,6329.63,MACHINERY,regular slyly pending carefully
721,Customer#000000721,626 Main St,5,34-975-705-3436,1523.23,BUILDING,special furiously furiously regular blithely pending
722,Customer#000000722,53 Main St,12,62-637-413-4791,1439.53,MACHINERY,special regular special pending final furiously
723,Customer#000000723,729 Main St,13,41-427-148-3977,-550.21,AUTOMOBILE,carefully unusual regular quickly pending unusual furiously final
724,Customer#000000724,312 Main St,3,22-785-113-3134,2643.33,FURNITURE,slyly silent final blithely unusual final quickly pending
725,Customer#000000725,761 Main St,19,25-142-700-4120,1122.21,MACHINERY,special silent final
726,Customer#000000726,743 Main St,15,35-646-838-3517,-518.07,BUILDING,silent express quickly quickly quickly furiously
727,Customer#000000727,917 Main St,11,67-744-834-2923,9019.33,AUTOMOBILE,regular furiously silent special blithely carefully
728,Customer#000000728,133 Main St,9,15-679-162-4116,7147.86,MACHINERY,carefully quickly furiously pending slyly final
729,Customer#000000729,799 Main St,12,61-721-378-4390,1024.74,BUILDING,unusual carefully quickly slyly regular carefully silent
730,Customer#000000730,311 Main St,7,47-825-374-2951,882.21,AUTOMOBILE,unusual special pending quickly furiously express slyly
731,Customer#000000731,658 Main St,7,36-647-218-1022,6135.1,HOUSEHOLD,express furiously quickly express pending
732,Customer#000000732,920 Main St,19,47-432-158-1170,8063.24,BUILDING,furiously unusual furiously silent furiously slyly slyly pending
733,Customer#000000733,764 Main St,22,58-769-363-4377,7985.31,BUILDING,express silent slyly slyly pending
734,Customer#000000734,238 Main St,23,65-477-251-8848,30.61,BUILDING,unusual quickly unusual regular carefully blithely
735,Customer#000000735,22 Main St,9,30-281-937-7458,6561.03,BUILDING,pending regular regular
736,Customer#000000736,661 Main St,12,22-841-639-3249,6994.41,AUTOMOBILE,pending final pending special slyly furiously pending
737,Customer#000000737,789 Main St,2,44-246-742-1221,7716.4,AUTOMOBILE,silent slyly quickly
738,Customer#000000738,88 Main St,6,27-591-877-8279,7970.11,FURNITURE,regular unusual silent express silent
739,Customer#000000739,22 Main St,1,23-657-403-2680,4626.97,MACHINERY,special unusual unusual final
740,Customer#000000740,362 Main St,20,46-331-800-7303,6554.43,AUTOMOBILE,unusual pending pending furiously final blithely
741,Customer#000000741,122 Main St,11,20-144-719-3475,958.75,HOUSEHOLD,blithely carefully pending carefully express
742,Customer#000000742,838 Main St,9,54-996-206-5441,9078.57,FURNITURE,slyly carefully special special furiously
743,Customer#000000743,153 Main St,24,93-250-427-3421,3296.6,MACHINERY,pending regular carefully
744,Customer#000000744,149 Main St,2,51-230-286-7308,2878.7,MACHINERY,regular furiously blithely blithely pending furiously
745,Customer#000000745,944 Main St,7,59-528-662-9144,4926.22,MACHINERY,silent unusual pending carefully silent slyly slyly
746,Customer#000000746,225 Main St,22,21-340-470-1046,1236.08,AUTOMOBILE,silent furiously furiously special final
747,Customer#000000747,870 Main St,24,27-401-571-3361,8187.77,HOUSEHOLD,unusual slyly special pending furiously carefully
748,Customer#000000748,387 Main St,23,13-812-534-7089,-405.07,AUTOMOBILE,silent regular blithely pending pending pending unusual special
749,Customer#000000749,852 Main St,13,29-883-286-8696,7179.13,HOUSEHOLD,furiously regular carefully regular blithely special pending special
750,Customer#000000750,658 Main St,1,87-869-277-9245,763.84,MACHINERY,carefully quickly silent slyly furiously silent
751,Customer#000000751,727 Main St,7,64-260-378-2506,4736.51,BUILDING,unusual blithely unusual unusual carefully silent quickly slyly
752,Customer#000000752,480 Main St,15,50-768-757-7637,8099.78,BUILDING,slyly blithely unusual
753,Customer#000000753,112 Main St,3,19-471-717-6496,-691.45,FURNITURE,silent special blithely slyly
754,Customer#000000754,317 Main St,6,80-306-753-1530,1643.69,AUTOMOBILE,silent silent slyly special express furiously special
755,Customer#000000755,366 Main St,24,46-507-612-4192,2459.2,MACHINERY,final pending carefully express quickly silent silent slyly
756,Customer#000000756,25 Main St,18,58-588-700-1612,2191.32,BUILDING,regular quickly pending carefully quickly slyly blithely slyly
757,Customer#000000757,165 Main St,16,76-846-723-9573,9232.49,FURNITURE,slyly final final quickly regular quickly
758,Customer#000000758,793 Main St,21,59-344-313-2228,9538.16,HOUSEHOLD,furiously pending special slyly express quickly slyly quickly
759,Customer#000000759,511 Main St,3,68-421-273-5843,776.2,FURNITURE,final pending unusual slyly express regular express
760,Customer#000000760,898 Main St,14,93-243-226-8999,-564.47,FURNITURE,final blithely carefully regular silent blithely
761,Customer#000000761,322 Main St,11,20-798-523-9289,3951.02,AUTOMOBILE,furiously special slyly carefully silent pending pending
762,Customer#000000762,385 Main St,5,82-508-974-2195,1453.57,MACHINERY,pending regular blithely quickly regular pending carefully furiously
763,Customer#000000763,945 Main St,12,65-304-511-6385,-290.8,FURNITURE,regular carefully regular express special pending regular
764,Customer#000000764,656 Main St,6,50-681-132-7230,-313.59,FURNITURE,furiously unusual unusual special slyly regular
765,Customer#000000765,259 Main St,20,32-185-245-2134,2012.96,AUTOMOBILE,quickly regular regular unusual quickly
766,Customer#000000766,189 Main St,1,21-538-450-5864,809.87,FURNITURE,regular silent slyly furiously regular quickly
767,Customer#000000767,585 Main St,12,11-674-901-4253,-144.1,HOUSEHOLD,pending blithely slyly carefully slyly carefully special
768,Customer#000000768,919 Main St,14,28-611-985-6184,249.68,MACHINERY,silent special regular slyly pending
769,Customer#000000769,461 Main St,20,84-199-137-4581,7202.78,BUILDING,carefully slyly blithely unusual unusual unusual
770,Customer#000000770,696 Main St,18,11-479-933-6960,-821.89,FURNITURE,slyly pending regular furiously final final slyly
771,Customer#000000771,437 Main St,16,52-216-280-8517,3712.22,BUILDING,blithely silent final quickly carefully regular express
772,Customer#000000772,636 Main St,3,21-925-957-2700,-13.97,AUTOMOBILE,furiously pending carefully blithely silent blithely silent
773,Customer#000000773,826 Main St,1,95-396-972-7891,1330.59,MACHINERY,final unusual regular pending furiously quickly final
774,Customer#000000774,841 Main St,20,60-107-483-4668,4583.17,FURNITURE,express quickly slyly final unusual quickly final special
775,Customer#000000775,158 Main St,11,76-939-859-6201,2685.99,HOUSEHOLD,unusual furiously unusual blithely slyly slyly
776,Customer#000000776,592 Main St,13,26-751-499-3846,3434.31,FURNITURE,pending unusual carefully pending pending silent final
777,Customer#000000777,781 Main St,20,43-957-666-3605,9435.69,BUILDING,pending regular blithely
778,Customer#000000778,608 Main St,4,13-732-824-9907,9126.53,AUTOMOBILE,final carefully pending regular blithely final unusual
779,Customer#000000779,920 Main St,7,48-298-648-5018,6989.43,MACHINERY,blithely express furiously blithely blithely
780,Customer#000000780,594 Main St,3,24-570-710-3010,177.85,FURNITURE,quickly pending regular final quickly
781,Customer#000000781,401 Main St,3,72-914-122-7778,-190.66,AUTOMOBILE,carefully final express quickly
